id;user_id;hotel_id;hotel_name;hotel_stars;city_tax;address;begin_date;end_date;price_per_night;includes_breakfast;room_details;rating;comment
Book0000009734;RafaeLoureiro323;;Cimiez Hill View Hotel;3;3;1304 Avenue des Arènes de Cimiez, Nice;2021/09/20;2021/09/24;190;true;Amenities: Mini Fridge;4;
Book0000009765;TatFonseca1642;HTL902;;4;2;902 Rua da Rosa, Lisbon;2022/08/02;2022/08/05;190;true;View: City View;2;Conveniently located near public transportation.
Book0000009843;LFonseca1806;HTL1203;Kallio District Suites;2;3;;2021/05/21;2021/05/23;120;false;View: City View;1;Good room service options.
Book0000009928;MarCorreia1634;HTL1101;Old Town Square Hotel;4;-23;1101 Staroměstské náměstí, Prague;2021/04/19;2021/04/22;230;true;Room Type: Deluxe;4;The breakfast buffet was delicious.
Book0000009985;LoreFernandes352;HTL303;Nørrebro Boutique Hotel;3;3;303 Nørrebrogade, Copenhagen;01/05/2015;2022/04/23;160;false;Number of Beds: 2;1;The room was spacious and clean.
Book0000010144;IsCoelho;HTL305;Spanish Steps Plaza Hotel;5.5;3;305 Piazza di Spagna, Rome;2021/07/05;2021/07/08;210;true;View: Mountain View;2;We will definitely return to this hotel.
Book0000010193;CláuOliveira748;HTL1204;Töölö Riverside Hotel;4;3;1204 Helsinginkatu, Helsinki;2022/11/11;2022/11/09;200;true;Number of Beds: 1 King Bed;3;
Book0000010195;MiSá;HTL1003;;2;2;1003 Omonoia Square, Athens;2021/04/08;2021/04/10;120;false;Amenities: Air Conditioning;2;
Book0000010196;EMoura1195;HTL1004;Syntagma Plaza Hotel;4;2;1004 Syntagma Square, Athens;;2021/04/12;200;true;Occupancy: 4 Guests;1;
Book0000010281;PilMiranda;HTL302;Copenhagen Grand Palace;5;3;302 Kongens Nytorv, Copenhagen;2021/06/23;2021/06/19;380;true;Bathroom: Ensuite;1;The hotel's location was convenient for sightseeing.
Book0000010325;DiCardoso;HTL401;Canal View Hotel;-5;2;401 Prinsengracht, Amsterdam;2021/01/22;2021/01/26;150;true;Amenities: Air Conditioning;1;
Book0000010333;NaiarFigueiredo1533;HTL405;Jordaan Riverside Hotel;3;2;405 Brouwersgracht, Amsterdam;2021/01/26;2021/01/22;170;true;Number of Beds: 1;2;The check-in process was quick and easy.
Book0000010395;RodrigCosta;HTL304;Copenhagen Harbor View Inn;-23;3;304 Havnegade, Copenhagen;2022/08/17;2022/08/21;320;true;Amenities: Mini Fridge;2;
Book0000010419;ViEsteves;HTL304;Copenhagen Harbor View Inn;4;3;304 Havnegade, Copenhagen;2022/08/17;2022/08/19;;true;Room Type: Deluxe;2;The room was spacious and clean.
Book0000010548;BruLopes;HTL1505;Munich Downtown Suites;4;3;205 Zentrumstraße, Munich;2022/07/15;2022/07/16;;true;Room Type: Executive Suite;3;We had a fantastic stay at this hotel.
Book0000010589;EvPinho;HTL303;;3;3;303 Piazza di Trevi, Rome;2022/10/14;2022/10/16;160;false;View: Mountain View;2;Highly recommended!
Book0000010598;GRamos1856;;Munich Downtown Suites;4;3;205 Zentrumstraße, Munich;2022/02/17;2022/02/20;290;true;Room Type: Suite;2;
Book0000010717;Diana-ÉriRodrigues1395;HTL805;Brera Art District Hotel;4;2;805 Via Brera, Milan;2022|12|03;2022/12/05;240;true;Room Type: Standard;2;
Book0000010803;MadalenPaiva;HTL902;Bairro Alto Suites;4;2;;2022/11/12;2022/11/16;190;true;Occupancy: 1 Guest;1;The hotel's location was convenient for sightseeing.
Book0000010811;JaiOliveira1000;HTL904;;3;2;904 Rua Garrett, Lisbon;2022/11/12;2022/11/15;150;false;View: City View;4;Great place to unwind after a busy day.
Book0000010827;ÉrPires;HTL1305;Place Masséna Plaza Hotel;4;3;1305 Place Masséna, Nice;2021/01/08;2021/01/09;230;-4;Amenities: Air Conditioning;4;The pool area was relaxing and clean.
Book0000010971;KyaFernandes;HTL905;Rossio Square Inn;4;2;905 Praça do Rossio, Lisbon;17/05/2001;2023/08/10;200;true;Room Type: Suite;3;The staff went above and beyond to make us feel welcome.
Book0000011006;MRamos242;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;2023/08/08;2023/08/11;220;3.2;Number of Beds: 2 Double Beds;2;
Book0000011057;NicRamos1169;HTL303;Trevi Fountain Hotel;3;3;;2022/01/20;2022/01/23;160;false;Occupancy: 1 Guest;3;The staff went above and beyond to make us feel welcome.
Book0000011164;AmélPereira;HTL505;Eixample View Hotel;5;2;505 Carrer d'Enric Granados, Barcelona;2021/01/05;2021/01/03;300;true;Amenities: Coffee Maker;1;
Book0000011178;TatiaAmorim1160;HTL105;Champs-Élysées Plaza Hotel;5;5.5;105 Avenue des Champs-Élysées, Paris;2021/04/15;2021/04/17;350;true;Room Size: 500 sq ft;4;
Book0000011209;InêAntunes;HTL202;Royal Palace Suites;5;-10;202 Plaza de Oriente, Madrid;2023/01/14;2023/01/18;280;TRUE;Occupancy: 2 Guests;4;Conveniently located near public transportation.
Book0000011237;BárFreitas;HTL203;;4;2;203 Gran Vía, Madrid;2023/01/14;2023/01/18;210;true;Number of Beds: 2;3;The hotel has a modern and stylish design.
Book0000011285;NiSilva1136;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;05/03/2020;2023/07/21;150;false;Amenities: Free Wi-Fi;2;A fantastic place for a romantic getaway.
Book0000011402;EmmBarbosa746;;Red Light District Inn;2;2;403 Oudezijds Voorburgwal, Amsterdam;2021/03/22;2021/03/24;120;false;Room Size: 700 sq ft;2;
Book0000011447;WilMagalhães;HTL101;Eiffel Tower View Hotel;4.4;2;101 Rue de la Tour Eiffel, Paris;2022/04/11;2022/04/12;220;true;Occupancy: 3 Guests;3;
Book0000011644;Eva-MarLopes;HTL605;Schönbrunn Palace Hotel;4;4;605 Schönbrunner Schloßstraße, Vienna;31/10/2012;2022/09/22;210;true;Room Size: 500 sq ft;3;
Book0000011646;FiSimões;HTL602;Belvedere Palace Suites;5;4;602 Prinz Eugen-Straße, Vienna;2022/09/18;2022/09/21;280;-5;Room Type: Executive Suite;4;
Book0000011692;JRodrigues;;Spree Riverfront Hotel;4;3;1404 Schiffbauerdamm, Berlin;2021/07/13;2021/07/14;200;true;Bathroom: Bathtub;1;
Book0000011859;CaeCorreia1064;HTL103;Montmartre Suites;3;2;;2021/09/08;2021/09/10;150;F;Bathroom: Shower;4;
;RoPires;HTL101;Eiffel Tower View Hotel;4;2;101 Rue de la Tour Eiffel, Paris;2021/03/06;2021/03/08;220;true;Bathroom: Shower;4;We had a fantastic stay at this hotel.
;ASantos;HTL102;Louvre Palace Hotel;5;2;102 Rue du Louvre, Paris;2021/03/06;2021/03/09;300;true;Room Size: 300 sq ft;1;
Book0000011992;JéssicPereira857;HTL802;Fashion District Suites;5;2;802 Via Montenapoleone, Milan;2023/06/18;2023/06/20;;true;Amenities: TV;3;
Book0000012037;BernardDomingues349;;Budapest View Hotel;3;2;910 Riverside Avenue, Budapest;2022/11/17;2022/11/20;120;true;Occupancy: 1 Guest;3;
Book0000012096;LucGomes-Alves;HTL401;Canal View Hotel;3;-10;401 Prinsengracht, Amsterdam;2021/05/18;2021/05/22;150;true;Bathroom: Private;1;We had a fantastic stay at this hotel.
Book0000012159;RSoares;HTL1501;Bavarian Grand Hotel;5;-1.1;201 Hauptstraße, Munich;2021/08/14;2021/08/18;350;true;Number of Beds: 2;2;We had a lovely time at this hotel.
Book0000012241;VaFigueiredo;HTL904;Chiado Plaza Hotel;3;2;904 Rua Garrett, Lisbon;2021/05/17;2021/05/20;150;-23;View: Mountain View;2;
Book0000012315;BenRamos1338;HTL201;Puerta del Sol Hotel;4;2;201 Calle de Alcalá, Madrid;2023/08/16;2023/08/20;180;-1.1;Amenities: Coffee Maker;2;
Book0000012361;ASantos1261;HTL201;Puerta del Sol Hotel;-25;2;201 Calle de Alcalá, Madrid;2023/08/16;2023/08/17;180;true;Bathroom: Bathtub;3;
Book0000012444;GonçAntunes;HTL1302;Old Town District Inn;3;5.5;1302 Rue de la Préfecture, Nice;2021/09/10;2021/09/14;180;false;Room Size: 700 sq ft;3;
Book0000012478;EriReis;HTL1103;;3;1;1103 Václavské náměstí, Prague;2021/10/09;2021/10/10;160;false;Room Type: Standard;3;
Book0000012534;FabiaBorges;HTL602;Belvedere Palace Suites;5;4;602 Prinz Eugen-Straße, Vienna;2022/12/07;2022/12/10;;true;Room Size: 300 sq ft;4;The hotel exceeded our expectations.
Book0000012688;MaAmaral1072;;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2021/10/22;2021/10/24;150;false;Amenities: Mini Fridge;1;
Book0000012769;DiegAndrade-Nascimento;HTL301;Nyhavn Waterfront Hotel;4;3.2;301 Nyhavn, Copenhagen;2021/08/10;2021/08/13;280;true;Amenities: TV;4;
Book0000012842;LiTeixeira865;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2022/10/13;2022/10/17;;true;View: Garden View;1;
Book0000012845;LBatista727;HTL901;Alfama District Hotel;3;2;;2022/10/13;2022/10/17;120;true;Number of Beds: 2 Queen Beds;2;A cozy and charming hotel.
Book0000012917;ValentPinheiro472;HTL802;;5;2;802 Via Montenapoleone, Milan;2023/02/08;2023/02/09;350;true;Occupancy: 3 Guests;3;
;LisanGuerreiro-Antunes;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2022/09/22;2022/09/26;190;true;Occupancy: 1 Guest;2;We will definitely return to this hotel.
Book0000013188;CarolinLopes1273;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;2022/10/01;2022/10/04;;true;Room Type: Executive Suite;1;
;SamRodrigues;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2023/01/10;2023/01/13;120;true;View: Garden View;4;The in-room amenities were a nice touch.
Book0000013434;BrGomes;HTL904;Chiado Plaza Hotel;-5;2;904 Rua Garrett, Lisbon;2022/12/07;2022/12/08;150;false;Room Type: Family Suite;1;Great place to unwind after a busy day.
Book0000013494;LuaSantos;HTL1005;Monastiraki Market Hotel;3;-1.1;1005 Athinas, Athens;2021/07/18;2021/07/21;180;true;Occupancy: 2 Guests;1;The breakfast buffet was delicious.
Book0000013564;VicBranco1501;HTL102;Louvre Palace Hotel;5;-1;102 Rue du Louvre, Paris;2021/05/02;2021/05/04;300;true;Number of Beds: 2 Queen Beds;2;The staff was attentive to our needs.
Book0000013641;FilipMiranda1407;;Vatican City Suites;5;3;302 Via della Conciliazione, Rome;2021/05/22;2021/05/26;320;true;Room Size: 500 sq ft;2;Clean and well-maintained rooms.
;MélaMatias487;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2021/03/03;2021/03/05;150;false;Bathroom: Private;2;Highly recommended!
Book0000013728;MafaldVaz;HTL205;Plaza Mayor Hotel;4;-5;205 Plaza Mayor, Madrid;2021/03/03;2021/03/07;190;true;View: Mountain View;3;
Book0000013745;NicoMagalhães;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2022/02/19;2022/02/22;190;-4;Amenities: Coffee Maker;3;Close to shopping and dining options.
Book0000013846;MafalFigueiredo;HTL1304;Cimiez Hill View Hotel;3.2;3;1304 Avenue des Arènes de Cimiez, Nice;2022/09/04;2022/09/08;190;true;Number of Beds: 1;2;An enjoyable stay overall.
;SérgiRocha1703;HTL1302;Old Town District Inn;3;3;1302 Rue de la Préfecture, Nice;2022/09/04;2022/09/05;180;false;Bathroom: Ensuite;4;The room was spacious and clean.
Book0000013861;GabriCarvalho1676;HTL1305;Place Masséna Plaza Hotel;4;3;1305 Place Masséna, Nice;2022/09/04;2022/09/06;230;5.5;Amenities: TV;1;
Book0000013869;Bianca-PilPinho952;HTL1304;Cimiez Hill View Hotel;3;3;1304 Avenue des Arènes de Cimiez, Nice;2022/09/04;2022/09/07;;true;View: Garden View;4;We had a memorable experience at this hotel.
Book0000013910;RenaEsteves;;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2023/03/18;2023/03/19;120;false;Room Size: 400 sq ft;1;
Book0000014066;SimãAntunes;HTL104;Seine Riverfront Hotel;4;-5;104 Quai de la Seine, Paris;2021/03/15;2021/03/19;200;true;Number of Beds: 1;3;Great place to stay for business travelers.
Book0000014100;DEsteves603;HTL602;Belvedere Palace Suites;5;4;;2023/01/07;2023/01/08;280;true;Room Size: 500 sq ft;3;A fantastic place for a romantic getaway.
Book0000014158;SantiagAzevedo;HTL302;Vatican City Suites;5;3;302 Via della Conciliazione, Rome;2023/07/22;2023/07/26;320;-10;Room Type: Deluxe;4;
Book0000014188;LunAndrade-Lopes;HTL901;Alfama District Hotel;3;2;901 Rua dos Bacalhoeiros, Lisbon;2021/09/22;2021/09/20;120;true;Room Size: 700 sq ft;4;
Book0000014237;Nicole-ALeal1058;HTL404;Museum Quarter Hotel;-25;2;404 Hobbemastraat, Amsterdam;2023/05/19;2023/05/20;180;true;Room Type: Standard;2;
Book0000014258;ValTavares;;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2022/09/05;2022/09/07;120;false;Occupancy: 1 Guest;1;
Book0000014275;SandrTeixeira1464;HTL1403;Prenzlauer Berg Inn;2;3;;2022/09/05;2022/09/08;120;false;Room Size: 400 sq ft;1;The spa treatments were rejuvenating.
Book0000014341;FabMoura1163;HTL601;Vienna Opera Hotel;4;4;601 Opernring, Vienna;2021/07/15;2021/07/19;190;-4;View: Mountain View;3;
Book0000014376;Filipa-CataLoureiro964;HTL1303;Port de Nice Suites;4;3;1303 Quai des Docks, Nice;2021/12/12;2021/12/13;;true;Room Size: 400 sq ft;4;
Book0000014523;ÂngCarvalho;HTL102;Louvre Palace Hotel;5;2;;2023/01/05;2023/01/06;300;true;Room Type: Standard;3;
Book0000014527;MicaFreitas1454;HTL102;Louvre Palace Hotel;5;2;;2023/01/05;2023/01/06;300;true;Bathroom: Bathtub;3;The hotel offered a complimentary shuttle service.
Book0000014588;BerDomingues;HTL905;Rossio Square Inn;-23;2;905 Praça do Rossio, Lisbon;2022/11/06;2022/11/10;200;true;Bathroom: Bathtub;2;The hotel had a welcoming atmosphere.
Book0000014629;MarcFreitas-Figueiredo1305;;Rossio Square Inn;4;2;905 Praça do Rossio, Lisbon;2021/05/10;2021/05/14;200;true;Bathroom: Ensuite;2;A fantastic place for a romantic getaway.
Book0000014675;FPereira1275;HTL1505;Munich Downtown Suites;4;3;205 Zentrumstraße, Munich;;2022/01/13;290;true;Bathroom: Shower;1;Great hotel, excellent service!
Book0000014840;MaCruz1743;HTL1005;Monastiraki Market Hotel;3;2;;2021/07/01;2021/07/02;180;true;View: Mountain View;4;
;SoFerreira1786;HTL1003;Omonia Square Suites;2;2;1003 Omonoia Square, Athens;2021/07/01;2021/07/02;120;false;Room Type: Suite;4;The spa treatments were rejuvenating.
Book0000014863;MTavares1922;HTL1004;Syntagma Plaza Hotel;4;2;1004 Syntagma Square, Athens;05:50:05 PM/25/04/2007;2021/07/04;200;true;View: Mountain View;2;The pool area was relaxing and clean.
;AlTorres1884;HTL1503;Munich Central Inn;3;3;203 Innenstadtstraße, Munich;2022/03/22;2022/03/23;150;false;Number of Beds: 1;3;
Book0000014922;BMatos833;HTL1502;Alpine View Lodge;4;-25;202 Bergweg, Munich;2022/03/22;2022/03/23;280;true;View: City View;3;
Book0000015032;ToMelo1767;;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2021/04/02;2021/04/03;150;false;Room Size: 700 sq ft;3;
Book0000015123;EriMatias;HTL303;Nørrebro Boutique Hotel;3;3;303 Nørrebrogade, Copenhagen;2023/08/19;2023/08/23;160;-10;Occupancy: 1 Guest;3;
Book0000015225;RafaMachado-Batista834;HTL1402;Alexanderplatz Suites;-4;3;1402 Alexanderplatz, Berlin;2022/01/05;2022/01/06;160;false;Room Type: Standard;2;Staff was friendly and accommodating.
Book0000015296;RafaTeixeira1785;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2022/12/19;2022/12/16;190;true;Room Size: 700 sq ft;2;
Book0000015347;MiguePaiva208;HTL202;Royal Palace Suites;5;2;;2023/07/05;2023/07/06;280;true;Occupancy: 3 Guests;2;
Book0000015401;CaetCoelho1339;;Wenceslas Square Inn;3;1;1103 Václavské náměstí, Prague;2021/01/06;2021/01/09;160;false;Occupancy: 3 Guests;1;
Book0000015402;MartiDomingues570;HTL1103;Wenceslas Square Inn;3;-5;1103 Václavské náměstí, Prague;2021/01/06;2021/01/10;160;false;Amenities: Mini Fridge;4;
Book0000015530;PeNeves993;HTL1105;Josefov District Hotel;4;1;1105 Josefov, Prague;2022/10/20;2022/10/23;;true;Number of Beds: 2 Double Beds;2;We will definitely return to this hotel.
;RitVicente1649;HTL301;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2022/05/07;2022/05/11;200;true;Room Type: Standard;2;Great hotel, excellent service!
Book0000015780;DeMendes1388;HTL403;Red Light District Inn;2;2;403 Oudezijds Voorburgwal, Amsterdam;01/11/2016;2023/01/17;120;false;Room Type: Standard;1;Family-friendly accommodations.
Book0000015859;MargarLima1945;HTL1102;;5;1;1102 Karlův most, Prague;2021/10/20;2021/10/24;350;true;Amenities: Air Conditioning;1;
Book0000016110;CristLopes;;Museum Quarter Hotel;4;2;404 Hobbemastraat, Amsterdam;2023/05/13;2023/05/14;180;true;Occupancy: 2 Guests;3;
;CrisFigueiredo-Gaspar1861;HTL905;Rossio Square Inn;4;2;905 Praça do Rossio, Lisbon;2021/08/15;2021/08/16;200;true;Occupancy: 1 Guest;2;
Book0000016273;AntónMorais;HTL202;Royal Palace Suites;5;3.2;202 Plaza de Oriente, Madrid;2021/05/21;2021/05/23;280;true;Number of Beds: 2 Double Beds;3;A fantastic place for a romantic getaway.
Book0000016378;Mariana-Cardoso1313;HTL1305;Place Masséna Plaza Hotel;4;3;;2021/10/08;2021/10/11;230;true;Occupancy: 4 Guests;3;The hotel has a modern and stylish design.
;ETavares-Pacheco;HTL601;Vienna Opera Hotel;4;4;601 Opernring, Vienna;2021/06/02;2021/06/03;190;true;Room Type: Executive Suite;1;The room was spacious and clean.
Book0000016491;ASilva1823;HTL304;Roman Forum Inn;4;3;304 Via dei Fori Imperiali, Rome;2022/06/20;2022/06/23;;true;Number of Beds: 2 Queen Beds;3;Beautiful views from our room.
Book0000016503;WiMarques349;HTL305;Spanish Steps Plaza Hotel;4.4;3;305 Piazza di Spagna, Rome;2022/06/20;2022/06/24;210;true;Room Type: Suite;3;The spa treatments were rejuvenating.
Book0000016528;CataCosta1566;HTL301;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2022/06/20;2022/06/24;;true;Room Type: Deluxe;1;
Book0000016622;NáNeves;HTL305;Spanish Steps Plaza Hotel;4;3;305 Piazza di Spagna, Rome;2022/01/21;2022/01/25;210;-10;Room Size: 500 sq ft;2;
Book0000016642;ValenFonseca308;;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2021/03/19;2021/03/22;150;false;Bathroom: Shower;2;The room was spacious and clean.
;PCardoso-Macedo435;HTL201;Puerta del Sol Hotel;4;2;201 Calle de Alcalá, Madrid;2021/03/19;2021/03/23;180;T;Number of Beds: 2 Queen Beds;1;
Book0000016694;SaEsteves35;HTL403;Red Light District Inn;2;2;403 Oudezijds Voorburgwal, Amsterdam;01/11/2010;2021/04/06;120;false;Number of Beds: 2 Double Beds;1;
Book0000016751;BMendes;HTL902;Bairro Alto Suites;4;2;902 Rua da Rosa, Lisbon;2022/08/21;2022/08/23;190;-5;Room Size: 300 sq ft;3;
Book0000016810;SebastJesus;HTL1403;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;2021/09/01;2021/09/02;;0;Occupancy: 4 Guests;2;
Book0000016813;SamuBrito728;;Alexanderplatz Suites;3;3;1402 Alexanderplatz, Berlin;2021/09/01;2021/09/03;160;false;Room Type: Deluxe;3;Staff was friendly and accommodating.
;Madalena-JúlRibeiro1487;HTL1104;Prague Castle View Hotel;4;1;1104 Hradčanské náměstí, Prague;2022/07/20;2022/07/24;210;true;Room Size: 700 sq ft;1;Highly recommended!
Book0000016967;IvaValente;HTL802;Fashion District Suites;5;2;802 Via Montenapoleone, Milan;2023/06/01;2023/06/04;350;-4;Room Type: Deluxe;2;
Book0000016983;SBarros69;HTL802;Fashion District Suites;5;4.4;802 Via Montenapoleone, Milan;2023/06/01;2023/06/04;350;true;Bathroom: Shower;3;
Book0000016990;NaiNogueira315;HTL203;Gran Vía View Hotel;4;2;203 Gran Vía, Madrid;03:26:49 PM/20/09/2008;2022/12/17;210;true;Room Size: 400 sq ft;1;Conveniently located near public transportation.
Book0000017059;MRodrigues942;HTL1504;Munich Lakeside Resort;4;3;204 Am Seeufer, Munich;2022/07/02;2022/07/05;320;3.2;Occupancy: 4 Guests;1;Good value for the price.
;KévSá192;HTL912;Riverside Suites;4;2;12 Riverside Road, Budapest;2022/04/14;2022/04/16;180;true;View: Mountain View;3;Our room had a fantastic view of the river.
Book0000017125;BrGonçalves;HTL104;Seine Riverfront Hotel;-5;2;104 Quai de la Seine, Paris;2023/06/07;2023/06/11;200;T;Amenities: Mini Fridge;3;Quiet and peaceful ambiance.
;FilRamos;HTL1503;Munich Central Inn;3;3;203 Innenstadtstraße, Munich;2021/09/05;2021/09/06;150;false;Amenities: Coffee Maker;4;
Book0000017201;RiCarneiro;HTL1103;Wenceslas Square Inn;4.4;1;1103 Václavské náměstí, Prague;2023/03/06;2023/03/10;160;false;View: City View;4;
Book0000017244;CarAnjos567;;Prague Castle View Hotel;4;1;1104 Hradčanské náměstí, Prague;2023/03/06;2023/03/10;210;true;Number of Beds: 1 King Bed;2;We received a warm welcome upon arrival.
Book0000017262;EnzBranco;HTL202;Royal Palace Suites;5;2;202 Plaza de Oriente, Madrid;2023/03/14;2023/03/18;280;-1;Bathroom: Ensuite;1;
Book0000017296;AdGonçalves;HTL204;Retiro Park Inn;3;2;204 Calle de Alfonso XII, Madrid;2023/03/14;2023/03/16;;false;Room Size: 300 sq ft;1;
Book0000017433;DeLourenço;HTL1403;Prenzlauer Berg Inn;2;3;1403 Kastanienallee, Berlin;05:04:55 PM/16/04/2011;2022/05/17;120;false;Occupancy: 1 Guest;3;Beautiful views from our room.
Book0000017483;KéFonseca;HTL502;Gothic Quarter Inn;3;2;;2022/09/18;2022/09/19;150;false;Occupancy: 1 Guest;2;Conveniently located near public transportation.
Book0000017488;LetícVicente;HTL505;;5;2;505 Carrer d'Enric Granados, Barcelona;2022/09/18;2022/09/19;300;true;Number of Beds: 2 Double Beds;1;
Book0000017556;DuFigueiredo60;HTL802;;5;2;802 Via Montenapoleone, Milan;2023/03/13;2023/03/15;350;TRUE;Amenities: Free Wi-Fi;4;The hotel had a welcoming atmosphere.
Book0000017758;CarSimões;HTL1101;Old Town Square Hotel;4;1;1101 Staroměstské náměstí, Prague;2022/08/09;2022/08/11;;true;Room Type: Executive Suite;4;The room was spacious and clean.
Book0000017889;SandNascimento1195;HTL305;Vesterbro Comfort Suites;4;3;305 Vesterbrogade, Copenhagen;2021|12|03;2021/12/06;290;1;Room Type: Suite;4;A fantastic place for a romantic getaway.
Book0000017934;SamPinheiro;HTL302;Vatican City Suites;5;3;302 Via della Conciliazione, Rome;2022/09/05;2022/09/08;320;-4;Amenities: Mini Fridge;2;The room was spacious and clean.
Book0000018039;Sofia-JésRodrigues1257;HTL703;Holmenkollen Lodge;-1;4;703 Kongeveien, Oslo;2022/11/06;2022/11/07;350;true;Room Size: 400 sq ft;1;
Book0000018058;VeTavares-Magalhães;HTL704;Opera House Suites;4;4;704 Kirsten Flagstads plass, Oslo;2022|11|06;2022/11/10;240;true;Occupancy: 3 Guests;4;We enjoyed our stay here.
Book0000018170;JoGarcia;HTL1205;Sörnäinen Waterfront Inn;3;3;1205 Sörnäisten rantatie, Helsinki;11:38:56 AM/30/05/2017;2023/05/06;160;true;Number of Beds: 2 Double Beds;1;
Book0000018367;DaniPinto;HTL1203;Kallio District Suites;2;4.4;1203 Hämeentie, Helsinki;2021/12/11;2021/12/12;120;false;View: City View;1;
Book0000018401;RCampos773;HTL402;Dam Square Suites;4;2;402 Damstraat, Amsterdam;06:02:29 PM/21/06/2001;2022/07/20;220;true;Number of Beds: 2 Queen Beds;1;
Book0000018529;RHenriques1210;HTL603;Stephansplatz Inn;3;4;603 Stephansplatz, Vienna;2023/01/08;2023/01/10;;false;Room Type: Suite;2;
Book0000018570;JoeMacedo;HTL1001;Acropolis View Hotel;4;-10;1001 Dionysiou Areopagitou, Athens;2023/06/09;2023/06/11;220;true;Room Type: Executive Suite;4;
Book0000018628;BeatRibeiro;HTL1105;;4;1;1105 Josefov, Prague;2022/04/15;2022/04/19;240;true;Number of Beds: 1;1;Well-appointed rooms with nice decor.
Book0000018729;AdrCastro1103;HTL305;Spanish Steps Plaza Hotel;4;3;305 Piazza di Spagna, Rome;2023/06/07;2023/06/08;210;-1;Number of Beds: 2 Double Beds;2;
Book0000018733;FEsteves113;HTL301;Colosseum View Hotel;-10;3;301 Via di San Gregorio, Rome;2023/06/07;2023/06/08;200;true;Amenities: TV;3;Comfy beds and pillows.
Book0000018764;LunMorais;HTL301;Colosseum View Hotel;4;3;301 Via di San Gregorio, Rome;2022/09/17;2022/09/19;200;-1;Occupancy: 4 Guests;4;Staff was friendly and accommodating.
Book0000018835;LeanAzevedo1129;HTL903;Belém Riverside Hotel;4;2;903 Avenida de Brasília, Lisbon;2021/08/18;2021/08/21;;true;Number of Beds: 1;2;Good value for the price.
Book0000018900;JésGomes;HTL1101;Old Town Square Hotel;4;1;1101 Staroměstské náměstí, Prague;2021/12/19;2021/12/16;230;true;Occupancy: 1 Guest;4;We had a memorable experience at this hotel.
Book0000018972;CoCastro-Pires;HTL1202;Esplanadi Park Inn;3;3;;2023/01/15;2023/01/17;180;false;Number of Beds: 2 Queen Beds;1;
Book0000018974;GabOliveira;HTL1202;Esplanadi Park Inn;3;3;;2023/01/15;2023/01/16;180;false;Number of Beds: 1;3;
;TatiaTorres;HTL1504;Munich Lakeside Resort;4;3;204 Am Seeufer, Munich;2021/08/02;2021/08/04;320;true;Occupancy: 3 Guests;4;
Book0000019212;LauCosta785;HTL705;Aker Brygge Waterfront Hotel;4;4;705 Stranden, Oslo;2022/09/24;2022/09/21;260;true;Amenities: Mini Fridge;3;
Book0000019218;KyaPires;HTL302;Vatican City Suites;5;3;302 Via della Conciliazione, Rome;2023/06/07;2023/06/08;320;-4;Amenities: Coffee Maker;4;
Book0000019269;KévMoreira1161;HTL904;Chiado Plaza Hotel;5.5;2;904 Rua Garrett, Lisbon;2022/12/12;2022/12/16;150;false;View: Mountain View;1;
Book0000019319;YarFonseca-Macedo;HTL1505;Munich Downtown Suites;4;3;205 Zentrumstraße, Munich;2021/11/01;2021/11/04;;true;Room Type: Standard;2;
Book0000019332;BReis;HTL1504;Munich Lakeside Resort;4;3;204 Am Seeufer, Munich;2021/11/01;2021/11/03;;true;Room Size: 300 sq ft;2;
Book0000019423;GabPereira;HTL1105;Josefov District Hotel;4;1;;2023/08/07;2023/08/09;240;true;Number of Beds: 2;3;
Book0000019444;WilliEsteves-Marques141;HTL1103;Wenceslas Square Inn;3;1;1103 Václavské náměstí, Prague;2023/08/07;2023/08/10;160;-10;View: Mountain View;1;Great hotel, excellent service!
Book0000019546;SarMoreira;HTL105;;5;2;105 Avenue des Champs-Élysées, Paris;2022/06/11;2022/06/15;350;true;View: Mountain View;1;The breakfast buffet was delicious.
Book0000019623;SorAzevedo669;HTL1102;Charles Bridge Suites;5;-5;1102 Karlův most, Prague;2023/04/12;2023/04/14;350;true;Bathroom: Shower;4;
